Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Unit,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021,Y2022
"255","'056","Belgium","6521","Biodiesel","5852","Energy production","TJ",,,,,,,,,,,,,,,"779.000000","1558.000000","2337.000000","3116.000000","3895.000000","4674.000000","12622.000000","11224.000000","11334.000000","11040.000000","16413.000000","9126.000000","8648.000000","10654.000000","9281.000000","9358.000000","7846.000000","7051.000000","6992.000000"
"255","'056","Belgium","6522","Biogases","5851","Energy consumption","TJ",,,,,,,,,,,"127.000000","421.000000","401.000000","320.000000","204.000000","1040.000000","477.000000","156.000000","354.000000","1466.000000","1871.000000","1824.000000","2507.000000","3679.000000","3871.000000","4024.000000","3993.000000","3912.000000","3965.000000","4018.000000","4231.000000","4054.000000","2413.000000"
"255","'056","Belgium","6522","Biogases","5852","Energy production","TJ",,,,,,,,,,,"1207.000000","1862.000000","1909.000000","2157.000000","3025.000000","3887.000000","3341.000000","3404.000000","3590.000000","5248.000000","5969.000000","5799.000000","6730.000000","8359.000000","9130.000000","9860.000000","9814.000000","9423.000000","9547.000000","9698.000000","10261.000000","10292.000000","10575.000000"
"255","'056","Belgium","6520","Biogasoline","5851","Energy consumption","TJ",,,,,,,,,,,,,,,"130.000000","259.000000","389.000000","518.000000","648.000000","777.000000","2224.000000","2198.000000","2117.000000","2117.000000","1528.000000","1581.000000","1688.000000","3746.000000","4294.000000","4891.000000","4753.000000","5903.000000","43.000000"
"255","'056","Belgium","6520","Biogasoline","5852","Energy production","TJ",,,,,,,,,,,,,,,"134.000000","268.000000","402.000000","536.000000","670.000000","804.000000","2224.000000","5735.000000","6620.000000","6593.000000","6754.000000","6352.000000","6244.000000","7158.000000","7472.000000","8319.000000","9602.000000","9120.000000","9736.000000"
"255","'056","Belgium","6531","Black liquor","5851","Energy consumption","TJ",,,,,,,,,,,"1502.000000","1506.000000","1130.000000","1368.000000","1907.000000","1707.000000","1682.000000","1741.000000","1424.000000","1468.000000","1633.000000","1470.000000","1400.000000","1735.000000","1733.000000","1666.000000","1762.000000","1732.000000","1817.000000","1548.000000","1308.000000","1507.000000","1469.000000"
"255","'056","Belgium","6531","Black liquor","5852","Energy production","TJ",,,,,,,,,,,"1502.000000","1506.000000","1130.000000","1368.000000","1907.000000","1707.000000","1682.000000","1741.000000","1424.000000","1468.000000","1633.000000","1470.000000","1400.000000","1735.000000","1733.000000","1666.000000","1762.000000","1732.000000","1817.000000","1548.000000","1308.000000","1507.000000","1469.000000"
"255","'056","Belgium","6524","Charcoal","5851","Energy consumption","TJ",,,,,,,,,,,"88.000000","133.000000","177.000000","221.000000","266.000000","221.000000","177.000000","354.000000","678.000000","1062.000000","560.000000","974.000000","442.000000","826.000000","678.000000","796.000000","1003.000000","1177.000000","590.000000","732.000000","788.000000","1254.000000","1083.000000"
"255","'056","Belgium","6525","Fuelwood","5851","Energy consumption","TJ",,,,,,,,,,,"11930.000000","12956.000000","13281.000000","16937.000000","17470.000000","17319.000000","19194.000000","16655.000000","17048.000000","16917.000000","43088.000000","36034.000000","41253.000000","47269.000000","39826.000000","42893.000000","45692.000000","43464.000000","43889.000000","41808.000000","39240.000000","45840.000000","46633.000000"
"255","'056","Belgium","6525","Fuelwood","5852","Energy production","TJ",,,,,,,,,,,"8323.000000","9545.000000","9278.000000","12921.000000","13724.000000","13645.000000","14743.000000","16839.000000","18461.000000","19172.000000","49284.000000","44638.000000","48700.000000","50455.000000","38372.000000","42106.000000","44624.000000","41401.000000","41843.000000","40749.000000","40756.000000","45846.000000","47102.000000"
"255","'056","Belgium","6526","Other liquid biofuels","5851","Energy consumption","TJ",,,,,,,,,,,"115.000000","97.000000","80.000000","62.000000","45.000000","27.000000","356.000000","329.000000","411.000000","603.000000","356.000000","55.000000","27.000000","27.000000","55.000000","55.000000","27.000000","55.000000","44.000000","47.000000","14.000000","11.000000","8.000000"
"255","'056","Belgium","6526","Other liquid biofuels","5852","Energy production","TJ",,,,,,,,,,,"384.000000","411.000000","438.000000","466.000000","493.000000","521.000000","904.000000","1041.000000","822.000000","2767.000000","1452.000000","1206.000000","904.000000","712.000000","55.000000","192.000000","110.000000","134.000000","126.000000","195.000000","22.000000","14.000000","192.000000"
"255","'056","Belgium","6532","Other vegetal material and residues","5851","Energy consumption","TJ",,,,,,,,,,,"3522.000000","4406.000000","4442.000000","4142.000000","4085.000000","6752.000000","7420.000000","15166.000000","20206.000000","21639.000000","5403.000000","5803.000000","5690.000000","5821.000000","6051.000000","6575.000000","6411.000000","6670.000000","6848.000000","6908.000000","6783.000000","7587.000000","7845.000000"
"255","'056","Belgium","6532","Other vegetal material and residues","5852","Energy production","TJ",,,,,,,,,,,"3522.000000","4406.000000","4442.000000","4142.000000","4085.000000","6752.000000","7420.000000","15166.000000","20206.000000","21639.000000","5403.000000","5803.000000","5690.000000","5821.000000","6051.000000","6575.000000","6411.000000","6670.000000","6848.000000","6908.000000","6783.000000","7587.000000","7845.000000"
"255","'056","Belgium","6527","Total Bioenergy","5851","Energy consumption","TJ",,,,,,,,,,,"17284.000000","19519.000000","19511.000000","23050.000000","24886.000000","28883.000000","32032.000000","38035.000000","44664.000000","48606.000000","69385.000000","61946.000000","65990.000000","73751.000000","69479.000000","66982.000000","77735.000000","77358.000000","77216.000000","75427.000000","80065.000000","90409.000000","59763.000000"
"255","'056","Belgium","6527","Total Bioenergy","5852","Energy production","TJ",,,,,,,,,,,"14938.000000","17730.000000","17197.000000","21054.000000","24147.000000","28338.000000","30829.000000","41843.000000","49068.000000","55772.000000","79883.000000","77098.000000","81641.000000","84848.000000","78605.000000","76143.000000","78396.000000","78013.000000","77675.000000","77593.000000","77217.000000","81741.000000","84176.000000"
"255","'056","Belgium","6529","Solid biofuels","5851","Energy consumption","TJ",,,,,,,,,,,"17042.000000","19001.000000","19030.000000","22668.000000","23728.000000","25999.000000","28473.000000","33916.000000","39356.000000","41086.000000","51980.000000","45504.000000","49048.000000","55784.000000","48385.000000","52196.000000","55651.000000","53884.000000","53885.000000","51814.000000","48758.000000","56512.000000","57295.000000"
"255","'056","Belgium","6529","Solid biofuels","5852","Energy production","TJ",,,,,,,,,,,"13347.000000","15457.000000","14850.000000","18431.000000","19716.000000","22104.000000","23845.000000","33746.000000","40091.000000","42279.000000","57616.000000","53134.000000","56053.000000","58144.000000","46253.000000","50613.000000","53580.000000","50644.000000","51249.000000","50023.000000","49486.000000","55264.000000","56681.000000"
"255","'056","Belgium","6528","Liquid biofuels","5851","Energy consumption","TJ",,,,,,,,,,,"115.000000","97.000000","80.000000","62.000000","954.000000","1844.000000","3082.000000","3963.000000","4954.000000","6054.000000","15534.000000","14618.000000","14435.000000","14288.000000","17223.000000","10762.000000","18091.000000","19562.000000","19366.000000","19595.000000","27076.000000","29843.000000","55.000000"
"255","'056","Belgium","6528","Liquid biofuels","5852","Energy production","TJ",,,,,,,,,,,"384.000000","411.000000","438.000000","466.000000","1406.000000","2347.000000","3643.000000","4693.000000","5387.000000","8245.000000","16298.000000","18165.000000","18858.000000","18345.000000","23222.000000","15670.000000","15002.000000","17946.000000","16879.000000","17872.000000","17470.000000","16185.000000","16920.000000"
"255","'056","Belgium","6530","Gaseous biofuels","5851","Energy consumption","TJ",,,,,,,,,,,"127.000000","421.000000","401.000000","320.000000","204.000000","1040.000000","477.000000","156.000000","354.000000","1466.000000","1871.000000","1824.000000","2507.000000","3679.000000","3871.000000","4024.000000","3993.000000","3912.000000","3965.000000","4018.000000","4231.000000","4054.000000","2413.000000"
"255","'056","Belgium","6530","Gaseous biofuels","5852","Energy production","TJ",,,,,,,,,,,"1207.000000","1862.000000","1909.000000","2157.000000","3025.000000","3887.000000","3341.000000","3404.000000","3590.000000","5248.000000","5969.000000","5799.000000","6730.000000","8359.000000","9130.000000","9860.000000","9814.000000","9423.000000","9547.000000","9698.000000","10261.000000","10292.000000","10575.000000"
"23","'084","Belize","170","Bagasse","5851","Energy consumption","TJ","1197.000000","1251.000000","1181.000000","1228.000000","1143.000000","1189.000000","1320.000000","1367.000000","1073.000000","1097.000000","1197.000000","834.000000","896.000000","896.000000","896.000000","896.000000","1351.000000","849.000000","618.000000","625.000000","734.000000","3240.000000","3234.000000","1301.000000","1301.000000","1280.000000","1688.000000","2429.000000","1945.000000","1820.000000","1435.000000","683.000000","1500.000000"
"23","'084","Belize","170","Bagasse","5852","Energy production","TJ","2548.000000","2664.000000","2510.000000","2726.000000","2710.000000","2896.000000","2849.000000","3305.000000","3097.000000","3120.000000","3220.000000","2857.000000","2981.000000","2795.000000","3158.000000","2556.000000","3012.000000","2494.000000","2139.000000","2201.000000","2409.000000","4122.000000","4162.000000","3228.000000","3228.000000","3433.000000","3429.000000","4270.000000","4295.000000","4416.000000","3862.000000","4958.000000","5000.000000"
"23","'084","Belize","6524","Charcoal","5851","Energy consumption","TJ","15.000000","15.000000","15.000000","16.000000","16.000000","17.000000","17.000000","17.000000","18.000000","18.000000","19.000000","61.000000","64.000000","66.000000","68.000000","70.000000","73.000000","75.000000","78.000000","81.000000","82.000000","86.000000","89.000000","92.000000","96.000000","92.000000","92.000000","91.000000","91.000000","91.000000","91.000000","91.000000","92.000000"
"23","'084","Belize","6524","Charcoal","5852","Energy production","TJ","15.000000","15.000000","14.000000","16.000000","16.000000","16.000000","17.000000","17.000000","17.000000","17.000000","18.000000","61.000000","64.000000","66.000000","68.000000","70.000000","73.000000","75.000000","78.000000","81.000000","82.000000","86.000000","89.000000","92.000000","96.000000","92.000000","92.000000","91.000000","91.000000","91.000000","91.000000","91.000000","92.000000"
"23","'084","Belize","6525","Fuelwood","5851","Energy consumption","TJ","1123.000000","1123.000000","1122.000000","1122.000000","1122.000000","1121.000000","1120.000000","1120.000000","1119.000000","1119.000000","1117.000000","416.000000","427.000000","438.000000","450.000000","462.000000","474.000000","487.000000","500.000000","513.000000","526.000000","529.000000","531.000000","533.000000","584.000000","607.000000","638.000000","654.000000","634.000000","650.000000","421.000000","654.000000","650.000000"
"23","'084","Belize","6525","Fuelwood","5852","Energy production","TJ","1151.000000","1151.000000","1151.000000","1151.000000","1151.000000","1151.000000","1151.000000","1151.000000","1151.000000","1151.000000","1151.000000","656.000000","673.000000","691.000000","709.000000","728.000000","748.000000","767.000000","788.000000","809.000000","830.000000","840.000000","851.000000","861.000000","921.000000","945.000000","969.000000","995.000000","1021.000000","1048.000000","679.000000","1054.000000","1000.000000"
"23","'084","Belize","6527","Total Bioenergy","5851","Energy consumption","TJ","2335.000000","2389.000000","2318.000000","2366.000000","2281.000000","2327.000000","2457.000000","2504.000000","2210.000000","2234.000000","2333.000000","1311.000000","1387.000000","1400.000000","1414.000000","1428.000000","1898.000000","1411.000000","1196.000000","1219.000000","1342.000000","3855.000000","3854.000000","1926.000000","1981.000000","1979.000000","2418.000000","3174.000000","2670.000000","2561.000000","1947.000000","1428.000000","2242.000000"
"23","'084","Belize","6527","Total Bioenergy","5852","Energy production","TJ","3699.000000","3815.000000","3661.000000","3877.000000","3861.000000","4047.000000","4000.000000","4456.000000","4248.000000","4271.000000","4371.000000","3513.000000","3654.000000","3486.000000","3867.000000","3284.000000","3760.000000","3261.000000","2927.000000","3010.000000","3239.000000","4962.000000","5013.000000","4089.000000","4149.000000","4378.000000","4398.000000","5265.000000","5316.000000","5464.000000","4541.000000","6012.000000","6000.000000"
"23","'084","Belize","6529","Solid biofuels","5851","Energy consumption","TJ","2335.000000","2389.000000","2318.000000","2366.000000","2281.000000","2327.000000","2457.000000","2504.000000","2210.000000","2234.000000","2333.000000","1311.000000","1387.000000","1400.000000","1414.000000","1428.000000","1898.000000","1411.000000","1196.000000","1219.000000","1342.000000","3855.000000","3854.000000","1926.000000","1981.000000","1979.000000","2418.000000","3174.000000","2670.000000","2561.000000","1947.000000","1428.000000","2242.000000"
"23","'084","Belize","6529","Solid biofuels","5852","Energy production","TJ","3699.000000","3815.000000","3661.000000","3877.000000","3861.000000","4047.000000","4000.000000","4456.000000","4248.000000","4271.000000","4371.000000","3513.000000","3654.000000","3486.000000","3867.000000","3284.000000","3760.000000","3261.000000","2927.000000","3010.000000","3239.000000","4962.000000","5013.000000","4089.000000","4149.000000","4378.000000","4398.000000","5265.000000","5316.000000","5464.000000","4541.000000","6012.000000","6000.000000"
"53","'204","Benin","6524","Charcoal","5851","Energy consumption","TJ","3965.000000","4100.000000","4247.000000","4413.000000","4567.000000","4725.000000","4866.000000","5015.000000","5133.000000","5251.000000","5423.000000","5340.000000","5546.000000","5634.000000","5812.000000","6018.000000","6254.000000","6490.000000","6726.000000","6962.000000","11122.000000","11476.000000","11741.000000","13393.000000","13747.000000","14130.000000","14396.000000","14937.000000","15258.000000","15676.000000","16128.000000","16603.000000","17048.000000"
"53","'204","Benin","6524","Charcoal","5852","Energy production","TJ","3965.000000","4100.000000","4247.000000","4413.000000","4575.000000","4727.000000","4868.000000","5006.000000","5111.000000","5248.000000","5404.000000","5340.000000","5546.000000","5634.000000","5812.000000","6018.000000","6254.000000","6490.000000","6726.000000","6962.000000","11092.000000","11476.000000","11741.000000","13364.000000","13747.000000","14130.000000","14426.000000","14937.000000","15258.000000","15676.000000","16134.000000","16603.000000","17049.000000"
"53","'204","Benin","6525","Fuelwood","5851","Energy consumption","TJ","51852.000000","53148.000000","54433.000000","55730.000000","57000.000000","58000.000000","66403.000000","65646.000000","64260.000000","58774.000000","43163.000000","44526.000000","46101.000000","47206.000000","48509.000000","49848.000000","55355.000000","56921.000000","58469.000000","60068.000000","44381.000000","45554.000000","47050.000000","52053.000000","53533.000000","55049.000000","59881.000000","60896.000000","63383.000000","65305.000000","67208.000000","67084.000000","68735.000000"
"53","'204","Benin","6525","Fuelwood","5852","Energy production","TJ","65497.000000","67134.000000","68758.000000","70395.000000","72000.000000","73500.000000","77108.000000","76229.000000","75277.000000","74397.000000","60169.000000","62207.000000","64512.000000","65799.000000","67770.000000","69802.000000","76126.000000","78451.000000","80786.000000","83193.000000","79529.000000","81858.000000","84153.000000","94336.000000","97018.000000","99764.000000","107617.000000","110360.000000","113912.000000","117218.000000","120634.000000","119615.000000","122064.000000"
"53","'204","Benin","6532","Other vegetal material and residues","5851","Energy consumption","TJ",,,,,,,,,,"374.000000","343.000000","190.000000","198.000000","198.000000","206.000000","215.000000","387.000000","468.000000","448.000000","375.000000","2753.000000","2830.000000","2954.000000","3679.000000","3725.000000","3961.000000","3099.000000","3080.000000","3348.000000","3386.000000","3595.000000","4691.000000","5236.000000"
"53","'204","Benin","6532","Other vegetal material and residues","5852","Energy production","TJ",,,,,,,,,,"374.000000","343.000000","190.000000","198.000000","198.000000","206.000000","215.000000","387.000000","468.000000","448.000000","375.000000","2753.000000","2830.000000","2954.000000","3679.000000","3725.000000","3961.000000","3099.000000","3080.000000","3348.000000","3386.000000","3595.000000","4691.000000","5236.000000"
"53","'204","Benin","6527","Total Bioenergy","5851","Energy consumption","TJ","55817.000000","57248.000000","58680.000000","60143.000000","61567.000000","62725.000000","71269.000000","70661.000000","69393.000000","64399.000000","48929.000000","50056.000000","51845.000000","53038.000000","54527.000000","56081.000000","61996.000000","63879.000000","65643.000000","67405.000000","58256.000000","59860.000000","61745.000000","69125.000000","71005.000000","73140.000000","77376.000000","78913.000000","81989.000000","84367.000000","86931.000000","88378.000000","91019.000000"
"53","'204","Benin","6527","Total Bioenergy","5852","Energy production","TJ","65497.000000","67134.000000","68758.000000","70395.000000","72000.000000","73500.000000","77108.000000","76229.000000","75277.000000","74771.000000","60512.000000","62397.000000","64710.000000","65997.000000","67976.000000","70017.000000","76513.000000","78919.000000","81234.000000","83568.000000","82282.000000","84688.000000","87107.000000","98015.000000","100743.000000","103725.000000","110716.000000","113440.000000","117260.000000","120604.000000","124229.000000","124306.000000","127300.000000"
"53","'204","Benin","6529","Solid biofuels","5851","Energy consumption","TJ","55817.000000","57248.000000","58680.000000","60143.000000","61567.000000","62725.000000","71269.000000","70661.000000","69393.000000","64399.000000","48929.000000","50056.000000","51845.000000","53038.000000","54527.000000","56081.000000","61996.000000","63879.000000","65643.000000","67405.000000","58256.000000","59860.000000","61745.000000","69125.000000","71005.000000","73140.000000","77376.000000","78913.000000","81989.000000","84367.000000","86931.000000","88378.000000","91019.000000"
"53","'204","Benin","6529","Solid biofuels","5852","Energy production","TJ","65497.000000","67134.000000","68758.000000","70395.000000","72000.000000","73500.000000","77108.000000","76229.000000","75277.000000","74771.000000","60512.000000","62397.000000","64710.000000","65997.000000","67976.000000","70017.000000","76513.000000","78919.000000","81234.000000","83568.000000","82282.000000","84688.000000","87107.000000","98015.000000","100743.000000","103725.000000","110716.000000","113440.000000","117260.000000","120604.000000","124229.000000","124306.000000","127300.000000"
"17","'060","Bermuda","6521","Biodiesel","5851","Energy consumption","TJ",,,,,,,,,,,,,,,,,,,,,,,,"51.000000","0.000000","0.000000","36.000000","3.000000","9.000000","9.000000","7.000000","7.000000","7.000000"
"17","'060","Bermuda","6520","Biogasoline","5851","Energy consumption","TJ",,,,,,,,,,,,,,,,,,,"0.000000","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","0.000000","0.000000","0.000000"
"17","'060","Bermuda","6531","Black liquor","5851","Energy consumption","TJ",,,,,,,,,,,,,,,,,,,,,,,,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"17","'060","Bermuda","6524","Charcoal","5851","Energy consumption","TJ",,,,,,,,,,,,,,,,,,,,,"1.000000","1.000000","1.000000","1.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"17","'060","Bermuda","6525","Fuelwood","5851","Energy consumption","TJ",,,,,,,,,,,,,,,,,,,"1.000000","1.000000","2.000000","2.000000","3.000000","3.000000","3.000000","4.000000","9.000000","3.000000","2.000000","3.000000","3.000000","3.000000","3.000000"
"17","'060","Bermuda","6527","Total Bioenergy","5851","Energy consumption","TJ","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.000000","1.000000","4.000000","4.000000","5.000000","56.000000","4.000000","5.000000","46.000000","7.000000","12.000000","12.000000","10.000000","10.000000","10.000000"
"17","'060","Bermuda","6529","Solid biofuels","5851","Energy consumption","TJ","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.000000","1.000000","3.000000","3.000000","4.000000","4.000000","3.000000","4.000000","9.000000","3.000000","2.000000","3.000000","3.000000","3.000000","3.000000"
"17","'060","Bermuda","6528","Liquid biofuels","5851","Energy consumption","TJ","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.000000","1.000000","1.000000","52.000000","1.000000","1.000000","37.000000","4.000000","10.000000","9.000000","7.000000","7.000000","7.000000"
"18","'064","Bhutan","6524","Charcoal","5851","Energy consumption","TJ","143.000000","144.000000","145.000000","145.000000","373.000000","479.000000","479.000000","479.000000","479.000000","479.000000","500.000000","171.000000","295.000000","180.000000","210.000000","469.000000","435.000000","206.000000","209.000000","1655.000000","1968.000000","2450.000000","2245.000000","2283.000000","2889.000000","2862.000000","2098.000000","2817.000000","3960.000000","3459.000000","2862.000000","3891.000000","4077.000000"
"18","'064","Bhutan","6524","Charcoal","5852","Energy production","TJ","143.000000","144.000000","145.000000","145.000000","145.000000","145.000000","145.000000","145.000000","145.000000","145.000000","167.000000","171.000000","175.000000","180.000000","184.000000","189.000000","193.000000","198.000000","204.000000","206.000000","206.000000","206.000000","206.000000","206.000000","206.000000","206.000000","206.000000","206.000000","252.000000","257.000000","263.000000","263.000000","271.000000"
"18","'064","Bhutan","6525","Fuelwood","5851","Energy consumption","TJ","34951.000000","35082.000000","35130.000000","35102.000000","35134.000000","35252.000000","35536.000000","36013.000000","36870.000000","37571.000000","38247.000000","38814.000000","39390.000000","39977.000000","40573.000000","40814.000000","41699.000000","42229.000000","42767.000000","43309.000000","43875.000000","44350.000000","44839.000000","45333.000000","45833.000000","46340.000000","46705.000000","47075.000000","47364.000000","47731.000000","48104.000000","48479.000000","48827.000000"
"18","'064","Bhutan","6525","Fuelwood","5852","Energy production","TJ","35216.000000","35350.000000","35400.000000","35373.000000","35404.000000","35522.000000","35806.000000","36283.000000","37140.000000","37841.000000","38557.000000","39132.000000","39716.000000","40311.000000","40915.000000","41530.000000","42058.000000","42597.000000","43145.000000","43693.000000","44259.000000","44734.000000","45222.000000","45715.000000","46216.000000","46722.000000","47088.000000","47457.000000","47831.000000","48209.000000","48591.000000","48976.000000","49329.000000"
"18","'064","Bhutan","6527","Total Bioenergy","5851","Energy consumption","TJ","35094.000000","35226.000000","35275.000000","35247.000000","35507.000000","35731.000000","36015.000000","36492.000000","37349.000000","38050.000000","38747.000000","38985.000000","39685.000000","40157.000000","40783.000000","41283.000000","42134.000000","42435.000000","42976.000000","44964.000000","45843.000000","46800.000000","47084.000000","47616.000000","48722.000000","49202.000000","48803.000000","49892.000000","51324.000000","51190.000000","50966.000000","52370.000000","52904.000000"
"18","'064","Bhutan","6527","Total Bioenergy","5852","Energy production","TJ","35216.000000","35350.000000","35400.000000","35373.000000","35404.000000","35522.000000","35806.000000","36283.000000","37140.000000","37841.000000","38557.000000","39132.000000","39716.000000","40311.000000","40915.000000","41530.000000","42058.000000","42597.000000","43145.000000","43693.000000","44259.000000","44734.000000","45222.000000","45715.000000","46216.000000","46722.000000","47088.000000","47457.000000","47831.000000","48209.000000","48591.000000","48976.000000","49329.000000"
"18","'064","Bhutan","6529","Solid biofuels","5851","Energy consumption","TJ","35094.000000","35226.000000","35275.000000","35247.000000","35507.000000","35731.000000","36015.000000","36492.000000","37349.000000","38050.000000","38747.000000","38985.000000","39685.000000","40157.000000","40783.000000","41283.000000","42134.000000","42435.000000","42976.000000","44964.000000","45843.000000","46800.000000","47084.000000","47616.000000","48722.000000","49202.000000","48803.000000","49892.000000","51324.000000","51190.000000","50966.000000","52370.000000","52904.000000"
"18","'064","Bhutan","6529","Solid biofuels","5852","Energy production","TJ","35216.000000","35350.000000","35400.000000","35373.000000","35404.000000","35522.000000","35806.000000","36283.000000","37140.000000","37841.000000","38557.000000","39132.000000","39716.000000","40311.000000","40915.000000","41530.000000","42058.000000","42597.000000","43145.000000","43693.000000","44259.000000","44734.000000","45222.000000","45715.000000","46216.000000","46722.000000","47088.000000","47457.000000","47831.000000","48209.000000","48591.000000","48976.000000","49329.000000"
"19","'068","Bolivia (Plurinational State of)","170","Bagasse","5851","Energy consumption","TJ","6138.000000","7119.000000","6898.000000","7932.000000","9116.000000","10458.000000","9386.000000","9890.000000","10394.000000","10898.000000","17912.000000","18190.000000","18940.000000","19632.000000","20451.000000","21281.000000","22480.000000","23390.000000","24241.000000","25340.000000","26967.000000","26022.000000","27468.000000","25796.000000","25645.000000","24572.000000","26638.000000","28922.000000","28595.000000","24509.000000","27223.000000","20616.000000","19141.000000"
"19","'068","Bolivia (Plurinational State of)","170","Bagasse","5852","Energy production","TJ","6904.000000","8007.000000","7891.000000","8954.000000","10167.000000","11538.000000","10505.000000","11052.000000","11600.000000","12147.000000","20846.000000","20865.000000","21388.000000","21893.000000","22758.000000","23588.000000","24897.000000","26314.000000","27973.000000","29604.000000","31160.000000","30489.000000","31779.000000","31786.000000","31536.000000","33130.000000","33623.000000","34444.000000","34924.000000","36806.000000","36618.000000","38269.000000","39301.000000"
"19","'068","Bolivia (Plurinational State of)","6520","Biogasoline","5851","Energy consumption","TJ",,,,,,,,,,,,,,,,,,,,,,,,"2.000000","5.000000","7.000000","10.000000","12.000000","14.000000","783.000000","1510.000000","2113.000000","40831.000000"
"19","'068","Bolivia (Plurinational State of)","6520","Biogasoline","5852","Energy production","TJ",,,,,,,,,,,,,,,,,,,,,,,,"4.000000","8.000000","13.000000","17.000000","21.000000","25.000000","945.000000","1497.000000","2113.000000","2113.000000"
"19","'068","Bolivia (Plurinational State of)","6524","Charcoal","5851","Energy consumption","TJ","413.000000","384.000000","384.000000","413.000000","472.000000","531.000000","531.000000","560.000000","590.000000","620.000000","649.000000","738.000000","708.000000","856.000000","974.000000","1062.000000","1092.000000","1121.000000","1150.000000","1180.000000","1210.000000","1239.000000","1268.000000","1298.000000","1328.000000","1357.000000","1386.000000","1408.000000","1429.000000","1450.000000","1469.000000","1487.000000","1507.000000"
"19","'068","Bolivia (Plurinational State of)","6524","Charcoal","5852","Energy production","TJ","413.000000","384.000000","384.000000","413.000000","472.000000","531.000000","531.000000","560.000000","590.000000","620.000000","649.000000","738.000000","708.000000","856.000000","974.000000","1062.000000","1092.000000","1121.000000","1180.000000","1210.000000","1268.000000","1534.000000","1475.000000","1416.000000","1386.000000","1357.000000","1416.000000","1420.000000","1454.000000","1488.000000","1529.000000","1489.000000","1507.000000"
"19","'068","Bolivia (Plurinational State of)","6525","Fuelwood","5851","Energy consumption","TJ","18355.000000","18967.000000","18369.000000","19686.000000","19068.000000","18466.000000","18593.000000","17828.000000","17061.000000","16294.000000","8781.000000","8632.000000","8099.000000","7407.000000","6839.000000","6336.000000","6043.000000","5664.000000","5288.000000","4992.000000","4824.000000","4112.000000","3283.000000","3742.000000","4466.000000","3352.000000","3347.000000","3028.000000","3059.000000","1695.000000","2409.000000","1294.000000","1140.000000"
"19","'068","Bolivia (Plurinational State of)","6525","Fuelwood","5852","Energy production","TJ","19430.000000","19919.000000","19335.000000","20891.000000","20409.000000","19972.000000","20045.000000","19364.000000","18680.000000","17998.000000","11007.000000","11162.000000","10527.000000","10341.000000","10178.000000","9978.000000","9787.000000","9509.000000","9335.000000","9140.000000","9175.000000","9373.000000","8342.000000","8599.000000","9221.000000","8006.000000","8204.000000","7898.000000","8045.000000","6799.000000","7654.000000","6401.000000","6122.000000"
"19","'068","Bolivia (Plurinational State of)","6532","Other vegetal material and residues","5851","Energy consumption","TJ","5238.000000","5081.000000","4930.000000","4796.000000","4668.000000","4541.000000","4121.000000","3921.000000","3720.000000","3518.000000","3518.000000","3518.000000","3518.000000","3518.000000","3518.000000","3518.000000","3518.000000","3518.000000","3518.000000","3518.000000","3518.000000","3518.000000","3518.000000","3518.000000","3518.000000","3518.000000","3518.000000","3518.000000","3518.000000","3518.000000","3518.000000","3518.000000",
"19","'068","Bolivia (Plurinational State of)","6532","Other vegetal material and residues","5852","Energy production","TJ","5238.000000","5081.000000","4930.000000","4796.000000","4668.000000","4541.000000","4121.000000","3921.000000","3720.000000","3518.000000","3518.000000","3518.000000","3518.000000","3518.000000","3518.000000","3518.000000","3518.000000","3518.000000","3518.000000","3518.000000","3518.000000","3518.000000","3518.000000","3518.000000","3518.000000","3518.000000","3518.000000","3518.000000","3518.000000","3518.000000","3518.000000","3518.000000",
"19","'068","Bolivia (Plurinational State of)","6527","Total Bioenergy","5851","Energy consumption","TJ","30144.000000","31551.000000","30581.000000","32827.000000","33324.000000","33996.000000","32631.000000","32199.000000","31765.000000","31330.000000","30860.000000","31078.000000","31265.000000","31413.000000","31782.000000","32197.000000","33133.000000","33693.000000","34197.000000","35030.000000","36519.000000","34891.000000","35537.000000","34356.000000","34962.000000","32806.000000","34899.000000","36888.000000","36615.000000","31955.000000","36129.000000","29028.000000","62619.000000"
