Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Unit,Y1990,Y1990F,Y1991,Y1991F,Y1992,Y1992F,Y1993,Y1993F,Y1994,Y1994F,Y1995,Y1995F,Y1996,Y1996F,Y1997,Y1997F,Y1998,Y1998F,Y1999,Y1999F,Y2000,Y2000F,Y2001,Y2001F,Y2002,Y2002F,Y2003,Y2003F,Y2004,Y2004F,Y2005,Y2005F,Y2006,Y2006F,Y2007,Y2007F,Y2008,Y2008F,Y2009,Y2009F,Y2010,Y2010F,Y2011,Y2011F,Y2012,Y2012F,Y2013,Y2013F,Y2014,Y2014F,Y2015,Y2015F,Y2016,Y2016F,Y2017,Y2017F,Y2018,Y2018F,Y2019,Y2019F,Y2020,Y2020F
"79","'276","Germany","1340","Seed Treat Insect – Organo-phosphates","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,"27.000000","A","0.000000","A",,,,,"2.250000","A","0.880000","A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"79","'276","Germany","1342","Seed Treat Insect – Carbamates","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,"95.000000","A","82.000000","A","12.070000","A","6.990000","A","4.520000","A","5.330000","A","10.070000","A","9.690000","A","11.960000","A","7.550000","A",,,,,,,,,,,,,"149.000000","A",,,,,,,,,,,,
"79","'276","Germany","1343","Seed Treat Insect – Pyrethroids","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,"22.460000","A","25.610000","A","18.070000","A","39.140000","A","41.710000","A","31.710000","A","32.210000","A","38.250000","A","34.690000","A","37.420000","A","42.380000","A","56.970000","A","75.070000","A","44.700000","A","9.230000","A",,,,,,,,,,,,
"79","'276","Germany","1344","Seed Treat Insect – Other","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,"67.000000","A","57.000000","A",,,,,,,,,"1.240000","A","10.510000","A","31.440000","A","82.680000","A","87.360000","A","113.680000","A","76.980000","A","124.860000","A","147.960000","A","52.100000","A","70.780000","A",,,,,,,,,,,,
"79","'276","Germany","1341","Plant Growth Regulators","5157","Agricultural Use","tonnes","1910.000000","A","2392.000000","A","2912.000000","A","2293.000000","A","1672.000000","A","2435.000000","A","2642.000000","A","3040.000000","A","3741.000000","A","2765.000000","A","2141.860000","A","2943.450000","A","3146.740000","A","3275.930000","A","3007.760000","A","3347.260000","A","3229.240000","A","2826.450000","A","2921.530000","A","2844.310000","A","2710.490000","A","3165.290000","A","3233.110000","A","2885.500000","A","2220.810000","A","3708.340000","A","3871.000000","A","3381.000000","A","2138.000000","A","2089.000000","A","2233.000000","A"
"79","'276","Germany","1345","Rodenticides","5157","Agricultural Use","tonnes","13.000000","A","10.000000","A","8.000000","A","49.000000","A","20.000000","A","19.000000","A","18.000000","A","43.000000","A","81.000000","A","140.000000","A","114.300000","A","81.780000","A","106.540000","A","78.920000","A","131.610000","A","100.350000","A","115.430000","A","143.650000","A","184.060000","A","174.540000","A","126.000000","A","107.970000","A","159.150000","A","78.100000","A","95.540000","A","33.700000","A","8.000000","A","3.000000","A","5.000000","A","10.000000","A","16.000000","A"
"79","'276","Germany","1346","Rodenticides – Anti-coagulants","5157","Agricultural Use","tonnes","5.000000","A","6.000000","A","4.000000","A","1.000000","A","1.000000","A","1.000000","A","0.000000","A","1.000000","A","0.000000","A","0.000000","A","0.300000","A","0.200000","A","0.100000","A","0.100000","A","0.100000","A","0.100000","A","0.100000","A","0.100000","A","0.410000","A","0.410000","A","0.040000","A","0.040000","A","0.030000","A","0.000000","A","0.010000","A","0.010000","A",,,,,,,,,,
"79","'276","Germany","1347","Rodenticides – Other","5157","Agricultural Use","tonnes","8.000000","A","4.000000","A","4.000000","A","48.000000","A","19.000000","A","18.000000","A","18.000000","A","42.000000","A","81.000000","A","140.000000","A","114.000000","A","81.580000","A","106.440000","A","78.820000","A","131.510000","A","100.250000","A","115.330000","A","143.550000","A","183.650000","A","174.130000","A","125.960000","A","107.930000","A","159.120000","A","78.100000","A","95.530000","A","33.690000","A","8.000000","A","3.000000","A","5.000000","A","10.000000","A","16.000000","A"
"79","'276","Germany","1355","Other Pesticides nes","5157","Agricultural Use","tonnes","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","5266.040000","A","5777.650000","A","5146.930000","A","5590.520000","A","6245.640000","A","5982.260000","A","6967.320000","A","8061.180000","A","8755.960000","A","8594.940000","A","9419.110000","A","10797.500000","A","11712.560000","A","11214.500000","A","11588.400000","A","14135.100000","A","368.000000","A","355.000000","A","330.000000","A","227.000000","A","327.000000","A"
"81","'288","Ghana","1357","Pesticides (total)","5157","Agricultural Use","tonnes","65.800000","E","65.800000","E","65.800000","E","65.800000","E","65.800000","E","65.800000","E","1575.500000","E","502.000000","E","297.780000","E","114.130000","E","81.630000","E","82.000000","E","92.680000","E","110.140000","E","127.600000","E","173.760000","E","778.040000","E","129.930000","E","359.460000","E","386.160000","E","1389.230000","E","2392.290000","E","3395.360000","E","4398.420000","E","5401.490000","E","8884.390000","E","9286.940000","E","9689.500000","E","9689.500000","E","9689.500000","E","9689.500000","E"
"81","'288","Ghana","1309","Insecticides","5157","Agricultural Use","tonnes","32.400000","I","32.400000","I","32.400000","I","32.400000","I","32.400000","I","32.400000","A","1167.500000","A","337.000000","A","112.780000","A","56.560000","A","47.000000","A","47.000000","A","49.030000","E","53.280000","I","57.520000","E","120.760000","E","527.590000","E","45.680000","E","163.840000","E","155.140000","E","527.920000","I","900.700000","I","1273.470000","I","1646.250000","I","2019.030000","A","1145.450000","A","823.750000","I","502.050000","A","502.050000","I","502.050000","I","502.050000","I"
"81","'288","Ghana","1310","Insecticides – Chlorinated Hydrocarbons","5157","Agricultural Use","tonnes",,,,,,,,,,,"11.300000","A","825.400000","A","143.000000","A","23.160000","A","25.320000","A","29.000000","A","29.000000","A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81","'288","Ghana","1311","Insecticides – Organo-phosphates","5157","Agricultural Use","tonnes",,,,,,,,,,,"0.900000","A","1.300000","A","64.000000","A","77.750000","A","18.400000","A","8.000000","A","8.000000","A",,,,,"152.720000","I",,,,,"92.120000","I",,,,,,,,,,,,,,,,,,,,,,,,,,
"81","'288","Ghana","1312","Insecticides – Carbamates","5157","Agricultural Use","tonnes",,,,,,,,,,,"17.300000","A","325.000000","A","122.000000","A","0.090000","A","0.060000","A",,,,,,,,,"6.270000","I",,,,,"5.000000","I",,,,,,,,,,,,,,,,,,,,,,,,,,
"81","'288","Ghana","1313","Insecticides – Pyrethroids","5157","Agricultural Use","tonnes",,,,,,,,,,,"0.200000","A","1.900000","A","7.000000","A","11.700000","A","11.580000","A","7.000000","A","7.000000","A",,,,,"808.160000","I",,,,,"513.580000","I",,,,,,,,,,,,,,,,,,,,,,,,,,
"81","'288","Ghana","1314","Insecticides – Botanical products and biologicals","5157","Agricultural Use","tonnes",,,,,,,,,,,"0.900000","A","0.300000","A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81","'288","Ghana","1315","Insecticides – Other","5157","Agricultural Use","tonnes",,,,,,,,,,,"1.800000","A","13.600000","A","1.000000","A","0.080000","A","1.200000","A","3.000000","A","3.000000","A",,,,,"311.530000","I",,,,,"404.640000","I",,,,,,,,,,,,,,,,,,,,,,,,,,
"81","'288","Ghana","1320","Herbicides","5157","Agricultural Use","tonnes","8.000000","I","8.000000","I","8.000000","I","8.000000","I","8.000000","I","8.000000","A","287.000000","A","68.000000","A","54.000000","A","37.000000","A","22.000000","A","22.000000","A","26.180000","E","36.140000","I","46.100000","E","16.190000","E","208.360000","E","50.030000","E","146.610000","E","194.270000","E","691.870000","I","1189.470000","I","1687.070000","I","2184.660000","I","2682.260000","A","6942.140000","A","6720.190000","I","6498.250000","A","6498.250000","I","6498.250000","I","6498.250000","I"
"81","'288","Ghana","1321","Herbicides – Phenoxy hormone products","5157","Agricultural Use","tonnes",,,,,,,,,,,"2.900000","A","7.000000","A","3.000000","A","3.000000","A","1.000000","A",,,,,,,,,"27.400000","I","352.160000","I",,,"348.220000","I",,,,,,,,,,,,,,,,,,,,,,,,,,
"81","'288","Ghana","1322","Herbicides – Triazines","5157","Agricultural Use","tonnes",,,,,,,,,,,"0.400000","A","22.000000","A","23.000000","A","4.000000","A","2.000000","A",,,,,,,,,"379.460000","I","479.380000","I",,,"758.620000","I",,,,,,,,,,,,,,,,,,,,,,,,,,
"81","'288","Ghana","1323","Herbicides – Amides","5157","Agricultural Use","tonnes",,,,,,,,,,,"0.200000","A","227.000000","A","10.000000","A","14.000000","A","9.000000","A","6.000000","A","6.000000","A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81","'288","Ghana","1324","Herbicides – Carbamates","5157","Agricultural Use","tonnes",,,,,,,,,,,"0.200000","A","1.000000","A","4.000000","A","1.000000","A",,,"1.000000","A","1.000000","A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81","'288","Ghana","1325","Herbicides – Dinitroanilines","5157","Agricultural Use","tonnes",,,,,,,,,,,"0.600000","A","5.000000","A",,,"1.000000","A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81","'288","Ghana","1326","Herbicides – Urea derivates","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,"6.000000","A","5.000000","A","1.000000","A","1.000000","A","1.000000","A",,,,,"8.000000","I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81","'288","Ghana","1328","Herbicides – Sulfonyl ureas","5157","Agricultural Use","tonnes",,,,,,,,,,,"0.100000","A","2.000000","A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81","'288","Ghana","1329","Herbicides – Bipiridils","5157","Agricultural Use","tonnes",,,,,,,,,,,"0.200000","A","19.000000","A","7.000000","A","1.000000","A","3.000000","A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81","'288","Ghana","1330","Herbicides – Uracil","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,"3.000000","A","5.000000","A","2.000000","A","1.000000","A","1.000000","A",,,,,"5.400000","I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81","'288","Ghana","1327","Herbicides – Other","5157","Agricultural Use","tonnes",,,,,,,,,,,"3.400000","A","4.000000","A","12.000000","A","20.000000","A","19.000000","A","13.000000","A","13.000000","A",,,,,"1947.980000","I",,,,,"1462.950000","I",,,,,,,,,,,,,,,,,,,,,,,,,,
"81","'288","Ghana","1331","Fungicides and Bactericides","5157","Agricultural Use","tonnes","25.000000","I","25.000000","I","25.000000","I","25.000000","I","25.000000","I","25.000000","A","121.000000","A","95.000000","A","131.000000","A","16.570000","A","12.570000","A","13.000000","A","13.510000","E","14.110000","I","14.720000","E","26.430000","E","30.590000","E","24.160000","E","40.380000","E","29.560000","E","163.680000","I","297.810000","I","431.940000","I","566.070000","I","700.200000","A","796.800000","A","1743.000000","I","2689.200000","A","2689.200000","I","2689.200000","I","2689.200000","I"
"81","'288","Ghana","1332","Fung & Bact – Inorganics","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,"24.000000","A","50.000000","A",,,,,,,,,,,"153.400000","I",,,,,"147.000000","I",,,,,,,,,,,,,,,,,,,,,,,,,,
"81","'288","Ghana","1333","Fung & Bact – Dithiocarbamates","5157","Agricultural Use","tonnes",,,,,,,,,,,"10.000000","A","121.000000","A","50.000000","A","43.000000","A","16.520000","A","12.500000","A","13.000000","A",,,,,"79.000000","I",,,,,"126.000000","I",,,,,,,,,,,,,,,,,,,,,,,,,,
"81","'288","Ghana","1334","Fung & Bact – Benzimidazoles","5157","Agricultural Use","tonnes",,,,,,,,,,,"1.000000","A",,,"9.000000","A","9.000000","A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81","'288","Ghana","1335","Fung & Bact – Triazoles, diazoles","5157","Agricultural Use","tonnes",,,,,,,,,,,"1.000000","A",,,,,,,,,"0.010000","A","0.000000","A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81","'288","Ghana","1336","Fung & Bact – Diazines, morpholines","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,"12.000000","A","29.000000","A","0.050000","A","0.060000","A","0.000000","A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81","'288","Ghana","1337","Fung & Bact – Other","5157","Agricultural Use","tonnes",,,,,,,,,,,"13.000000","A",,,,,,,,,,,,,,,,,"401.720000","I",,,,,"768.100000","I",,,,,,,,,,,,,,,,,,,,,,,,,,
"81","'288","Ghana","1352","Fungicides – Seed treatments","5157","Agricultural Use","tonnes","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","1.020000","E","0.740000","I","0.460000","E","2.460000","I","4.460000","E","3.900000","I","3.350000","I","2.790000","I","2.230000","I","1.670000","I","1.120000","I","0.560000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I"
"81","'288","Ghana","1338","Seed Treat Fung – Botanical products and biologicals","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,,,"51.000000","I",,,"22.770000","I",,,"223.000000","I",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81","'288","Ghana","1353","Insecticides – Seed Treatments","5157","Agricultural Use","tonnes","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","1.320000","I","2.640000","I","3.960000","E","3.560000","I","3.170000","I","2.770000","I","2.380000","I","1.980000","I","1.580000","I","1.190000","I","0.790000","I","0.400000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I"
"81","'288","Ghana","1344","Seed Treat Insect – Other","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44.000000","I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81","'288","Ghana","1341","Plant Growth Regulators","5157","Agricultural Use","tonnes","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","2.000000","A","0.000000","I","4.000000","A","0.060000","A","0.000000","A","1.620000","I","3.230000","I","4.850000","E","4.360000","I","3.880000","I","3.390000","I","2.910000","I","2.420000","I","1.940000","I","1.450000","I","0.970000","I","0.480000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I"
"81","'288","Ghana","1345","Rodenticides","5157","Agricultural Use","tonnes","0.400000","I","0.400000","I","0.400000","I","0.400000","I","0.400000","I","0.400000","A","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I"
"81","'288","Ghana","1346","Rodenticides – Anti-coagulants","5157","Agricultural Use","tonnes",,,,,,,,,,,"0.400000","A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"84","'300","Greece","1357","Pesticides (total)","5157","Agricultural Use","tonnes","7420.000000","E","7420.000000","E","7869.000000","E","8826.000000","E","6341.000000","E","6663.000000","E","7296.000000","E","9223.000000","E","10702.000000","E","9635.000000","E","10627.000000","E","10725.000000","E","12753.660000","E","12356.320000","E","13144.980000","E","13958.640000","E","7505.300000","E","7345.700000","E","5130.800000","E","3404.400000","E","5607.700000","E","8189.800000","E","8002.200000","E","8081.720000","E","9504.130000","E","9018.870000","E","9200.000000","E","8503.000000","E","11199.000000","E","11032.000000","E","10475.000000","E"
"84","'300","Greece","1309","Insecticides","5157","Agricultural Use","tonnes","2150.000000","I","2150.000000","A","2290.000000","A","2362.000000","A","2239.000000","A","1696.000000","A","2120.000000","A","3083.000000","A","2505.000000","A","2835.000000","A","2864.000000","A","2638.000000","A","3056.000000","X","2663.000000","X","2627.000000","X","3108.000000","X","1993.000000","A","2238.600000","A","1636.700000","A","1016.400000","A","1579.400000","A","3122.700000","A","2892.700000","A","3026.330000","A","3905.760000","A","3178.000000","A","3846.000000","A","2068.000000","A","3425.000000","A","3232.000000","A","3447.000000","A"
"84","'300","Greece","1310","Insecticides – Chlorinated Hydrocarbons","5157","Agricultural Use","tonnes",,,,,,,,,"37.000000","A","50.000000","A","25.000000","A","311.000000","A",,,,,,,,,,,,,,,,,"73.100000","A","75.200000","A",,,,,,,,,"42.200000","A","41.240000","A","46.800000","A","58.000000","A","71.000000","A",,,,,,,,
"84","'300","Greece","1311","Insecticides – Organo-phosphates","5157","Agricultural Use","tonnes",,,,,,,,,"1937.000000","A","1227.000000","A","1437.000000","A","2275.000000","A",,,,,,,,,,,,,,,,,"343.200000","A","544.700000","A","159.900000","A","60.400000","A","66.200000","A","75.500000","A","110.300000","A","133.800000","A","148.100000","A","148.000000","A","137.000000","A",,,,,,,,
"84","'300","Greece","1312","Insecticides – Carbamates","5157","Agricultural Use","tonnes",,,,,,,,,"57.000000","A","58.000000","A","52.000000","A","146.000000","A",,,,,,,,,,,,,,,,,"179.500000","A","211.000000","A","150.400000","A","107.100000","A","114.100000","A","118.300000","A","26.600000","A",,,,,"131.000000","A","126.000000","A",,,,,,,,
"84","'300","Greece","1313","Insecticides – Pyrethroids","5157","Agricultural Use","tonnes",,,,,,,,,"70.000000","A","171.000000","A","155.000000","A","158.000000","A",,,,,,,,,,,,,,,,,"83.500000","A","71.900000","A","72.000000","A","72.400000","A","127.600000","A","969.200000","A","828.300000","A","1051.640000","A","1572.090000","A","858.000000","A","1107.000000","A",,,,,,,,
"84","'300","Greece","1315","Insecticides – Other","5157","Agricultural Use","tonnes",,,,,,,,,"138.000000","A","190.000000","A","451.000000","A","193.000000","A",,,,,,,,,,,,,,,,,"1313.700000","A","1335.800000","A","1254.400000","A","776.500000","A","1271.500000","A","1959.700000","A","1885.300000","A","1799.650000","A","2138.770000","A","1983.000000","A","2405.000000","A",,,,,,,,
"84","'300","Greece","1316","Mineral Oils","5157","Agricultural Use","tonnes","521.000000","I","521.000000","I","616.000000","I","541.000000","I","318.000000","A","396.000000","A","513.000000","A","788.000000","A","919.000000","I","613.000000","I","597.000000","I","456.000000","I","364.800000","I","273.600000","I","182.400000","I","91.200000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I"
"84","'300","Greece","1320","Herbicides","5157","Agricultural Use","tonnes","2080.000000","I","2080.000000","A","2130.000000","A","2305.000000","A","2252.000000","A","1883.000000","A","1960.000000","A","2123.000000","A","2303.000000","A","2318.000000","A","2331.000000","A","2650.000000","A","3398.000000","X","2871.000000","X","2675.000000","X","2997.000000","X","1583.300000","A","1132.700000","A","1045.100000","A","554.200000","A","929.500000","A","1568.200000","A","1800.600000","A","1841.480000","A","2195.700000","A","2122.060000","A","1981.000000","A","1700.000000","A","2500.000000","A","2559.000000","A","2489.000000","A"
"84","'300","Greece","1321","Herbicides – Phenoxy hormone products","5157","Agricultural Use","tonnes",,,,,,,,,"258.000000","A","141.000000","A","112.000000","A","117.000000","A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"84","'300","Greece","1322","Herbicides – Triazines","5157","Agricultural Use","tonnes",,,,,,,,,"351.000000","A","387.000000","A","332.000000","A","647.000000","A",,,,,,,,,,,,,,,,,"129.900000","A","94.400000","A","37.500000","A","23.600000","A","56.300000","A",,,,,,,,,,,,,,,,,,,,
"84","'300","Greece","1323","Herbicides – Amides","5157","Agricultural Use","tonnes",,,,,,,,,"108.000000","A","107.000000","A","222.000000","A","274.000000","A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"84","'300","Greece","1324","Herbicides – Carbamates","5157","Agricultural Use","tonnes",,,,,,,,,"81.000000","A","72.000000","A","76.000000","A","84.000000","A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"84","'300","Greece","1325","Herbicides – Dinitroanilines","5157","Agricultural Use","tonnes",,,,,,,,,"370.000000","A","330.000000","A","360.000000","A","227.000000","A",,,,,,,,,,,,,,,,,"302.800000","A","206.200000","A","177.100000","A",,,,,,,,,,,,,,,,,,,,,,,,
"84","'300","Greece","1329","Herbicides – Bipiridils","5157","Agricultural Use","tonnes",,,,,,,,,"10.000000","A","15.000000","A","9.000000","A","6.000000","A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"84","'300","Greece","1327","Herbicides – Other","5157","Agricultural Use","tonnes",,,,,,,,,"1074.000000","A","831.000000","A","849.000000","A","768.000000","A",,,,,,,,,,,,,,,,,"1150.600000","A","832.100000","A","830.500000","A","530.600000","A","873.200000","A","1568.200000","A","1800.600000","A","1841.480000","A","2050.320000","A","1992.360000","A","1871.000000","A","1489.000000","A","1979.000000","A","1875.000000","A","1828.000000","A"
"84","'300","Greece","1331","Fungicides and Bactericides","5157","Agricultural Use","tonnes","2530.000000","I","2530.000000","A","2670.000000","A","3474.000000","A","1423.000000","A","2554.000000","A","2591.000000","A","3047.000000","A","4731.000000","A","3707.000000","A","4676.000000","A","4860.000000","A","4458.000000","X","4364.000000","X","5017.000000","X","4975.000000","X","1728.700000","A","1602.700000","A","1508.900000","A","1229.100000","A","1507.300000","A","2133.300000","A","1817.600000","A","1809.360000","A","1822.690000","A","2210.460000","A","1811.000000","A","1777.000000","A","2618.000000","A","2995.000000","A","2331.000000","A"
"84","'300","Greece","1332","Fung & Bact – Inorganics","5157","Agricultural Use","tonnes",,,,,,,,,"632.000000","A","1691.000000","A","1755.000000","A","2043.000000","A",,,,,,,,,,,,,,,,,"1274.200000","A","1065.700000","A","1010.900000","A","757.800000","A","884.900000","A","899.000000","A","814.100000","A","767.080000","A","801.570000","A","915.880000","A","601.000000","A","683.000000","A","767.000000","A","688.000000","A","645.000000","A"
"84","'300","Greece","1333","Fung & Bact – Dithiocarbamates","5157","Agricultural Use","tonnes",,,,,,,,,"476.000000","A","487.000000","A","467.000000","A","473.000000","A",,,,,,,,,,,,,,,,,"317.200000","A","409.600000","A","356.100000","A","331.100000","A","481.900000","A","1100.800000","A","896.100000","A","905.370000","A","789.930000","A","1052.040000","A","949.000000","A","397.000000","A","238.000000","A","292.000000","A","288.000000","A"
"84","'300","Greece","1334","Fung & Bact – Benzimidazoles","5157","Agricultural Use","tonnes",,,,,,,,,"29.000000","A","30.000000","A","32.000000","A","62.000000","A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"84","'300","Greece","1335","Fung & Bact – Triazoles, diazoles","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,"23.000000","A",,,,,,,,,,,,,,,,,,,,,"19.300000","A","17.100000","A",,,,,,,,,,,,,,,,,,,,,,
"84","'300","Greece","1337","Fung & Bact – Other","5157","Agricultural Use","tonnes",,,,,,,,,"286.000000","A","346.000000","A","337.000000","A","446.000000","A",,,,,,,,,,,,,,,,,"137.300000","A","127.400000","A","122.600000","A","123.100000","A","140.500000","A","133.500000","A","107.400000","A","136.910000","A","190.570000","A","201.950000","A","226.000000","A","232.000000","A","1480.000000","A","1857.000000","A","1273.000000","A"
"84","'300","Greece","1341","Plant Growth Regulators","5157","Agricultural Use","tonnes","129.000000","I","129.000000","I","152.000000","I","134.000000","I","102.000000","A","126.000000","A","107.000000","A","165.000000","A","227.000000","I","151.000000","I","148.000000","I","113.000000","I","179.440000","I","245.880000","I","312.320000","I","378.760000","I","445.200000","A","658.000000","A","530.400000","A","366.300000","A","1341.800000","A","1243.500000","A","1243.100000","A","1109.180000","A","1225.030000","A","1124.340000","A","1289.000000","A","2629.000000","A","1584.000000","A","1708.000000","A","1694.000000","A"
"84","'300","Greece","1345","Rodenticides","5157","Agricultural Use","tonnes","10.000000","I","10.000000","I","11.000000","I","10.000000","I","7.000000","A","8.000000","A","5.000000","A","17.000000","A","17.000000","I","11.000000","I","11.000000","I","8.000000","I","357.420000","I","706.840000","I","1056.260000","I","1405.680000","I","1755.100000","A","1713.700000","A","409.700000","A","238.400000","A","249.700000","A","122.100000","A","248.200000","A","295.370000","A","354.960000","A","384.010000","A","273.000000","A","329.000000","A","1072.000000","A","538.000000","A","514.000000","A"
"84","'300","Greece","1347","Rodenticides – Other","5157","Agricultural Use","tonnes",,,,,,,,,"7.000000","A","8.000000","A","5.000000","A","17.000000","A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"84","'300","Greece","1355","Other Pesticides nes","5157","Agricultural Use","tonnes","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","940.000000","X","1232.000000","X","1275.000000","X","1003.000000","X","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I"
"89","'320","Guatemala","1357","Pesticides (total)","5157","Agricultural Use","tonnes","12004.330000","E","12004.330000","E","12004.330000","E","12004.330000","E","12004.330000","E","12004.330000","E","12004.330000","E","11427.480000","E","10850.640000","E","10273.790000","E","9696.940000","E","10044.620000","E","10392.310000","E","10739.990000","E","11959.920000","E","13506.020000","E","15951.270000","E","22883.170000","E","18091.670000","E","13276.700000","E","14898.250000","E","16540.710000","E","19726.300000","E","20489.400000","E","11438.920000","E","10040.410000","E","11444.490000","E","11302.120000","E","11841.700000","E","11841.700000","E","11841.700000","E"
"89","'320","Guatemala","1309","Insecticides","5157","Agricultural Use","tonnes","2246.030000","I","2246.030000","I","2246.030000","I","2246.030000","I","2246.030000","I","2246.030000","I","2246.030000","A","2053.520000","I","1861.020000","I","1668.510000","I","1476.000000","I","1482.740000","I","1489.470000","I","1496.210000","A","1379.670000","A","1144.790000","A","2271.470000","A","2047.120000","A","2781.490000","A","1350.260000","A","2026.930000","A","1324.700000","A","1193.600000","A","954.400000","A","532.830000","X","467.680000","X","533.090000","X","526.450000","I","551.590000","I","551.590000","E","551.590000","E"
"89","'320","Guatemala","1310","Insecticides – Chlorinated Hydrocarbons","5157","Agricultural Use","tonnes",,,,,,,,,,,,,"81.420000","A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58.600000","A","47.700000","A","29.300000","A",,,,,,,,,,,,,,
"89","'320","Guatemala","1311","Insecticides – Organo-phosphates","5157","Agricultural Use","tonnes",,,,,,,,,,,,,"1447.040000","A",,,,,,,,,,,,,"1103.570000","A","772.690000","A","334.180000","A","1400.880000","A","1214.250000","A","1705.040000","A","605.550000","A","1547.300000","A","692.400000","A","607.700000","A","336.200000","A",,,,,,,,,,,,,,
"89","'320","Guatemala","1312","Insecticides – Carbamates","5157","Agricultural Use","tonnes",,,,,,,,,,,,,"528.930000","A",,,,,,,,,,,,,"279.260000","A","504.440000","A","556.260000","A","676.790000","A","623.520000","A","874.210000","A","602.390000","A","301.210000","A","153.800000","A","188.600000","A","168.600000","A",,,,,,,,,,,,,,
