Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Unit,Y1961,Y1961F,Y1962,Y1962F,Y1963,Y1963F,Y1964,Y1964F,Y1965,Y1965F,Y1966,Y1966F,Y1967,Y1967F,Y1968,Y1968F,Y1969,Y1969F,Y1970,Y1970F,Y1971,Y1971F,Y1972,Y1972F,Y1973,Y1973F,Y1974,Y1974F,Y1975,Y1975F,Y1976,Y1976F,Y1977,Y1977F,Y1978,Y1978F,Y1979,Y1979F,Y1980,Y1980F,Y1981,Y1981F,Y1982,Y1982F,Y1983,Y1983F,Y1984,Y1984F,Y1985,Y1985F,Y1986,Y1986F,Y1987,Y1987F,Y1988,Y1988F,Y1989,Y1989F,Y1990,Y1990F,Y1991,Y1991F,Y1992,Y1992F,Y1993,Y1993F,Y1994,Y1994F,Y1995,Y1995F,Y1996,Y1996F,Y1997,Y1997F,Y1998,Y1998F,Y1999,Y1999F,Y2000,Y2000F,Y2001,Y2001F,Y2002,Y2002F,Y2003,Y2003F,Y2004,Y2004F,Y2005,Y2005F,Y2006,Y2006F,Y2007,Y2007F,Y2008,Y2008F,Y2009,Y2009F,Y2010,Y2010F,Y2011,Y2011F,Y2012,Y2012F,Y2013,Y2013F,Y2014,Y2014F,Y2015,Y2015F,Y2016,Y2016F,Y2017,Y2017F,Y2018,Y2018F,Y2019,Y2019F,Y2020,Y2020F
"73","'268","Georgia","3104","Nutrient potash K2O (total)","5159","Use per area of cropland","kg/ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.880000","E","1.880000","E","2.260000","E","0.000000","E","0.210000","E","0.330000","E","0.220000","E","0.480000","E","0.620000","E","0.890000","E","1.230000","E","2.240000","E","1.580000","E","3.450000","E","3.870000","E","4.500000","E","5.300000","E","5.700000","E","6.590000","E","7.430000","E","8.970000","E"
"73","'268","Georgia","3104","Nutrient potash K2O (total)","5172","Use per capita","kg/cap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.460000","E","0.470000","E","0.560000","E","0.000000","E","0.030000","E","0.050000","E","0.030000","E","0.070000","E","0.090000","E","0.120000","E","0.160000","E","0.280000","E","0.190000","E","0.470000","E","0.460000","E","0.530000","E","0.600000","E","0.630000","E","0.710000","E","0.800000","E","0.980000","E"
"73","'268","Georgia","3104","Nutrient potash K2O (total)","5173","Use per value of agricultural production","kg/1000 Int.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.310000","E","1.260000","E","1.590000","E","0.000000","E","0.080000","E","0.110000","E","0.110000","E","0.210000","E","0.310000","E","0.460000","E","0.630000","E","1.020000","E","0.740000","E","1.460000","E","1.590000","E","1.830000","E","2.140000","E","2.480000","E","2.380000","E","2.660000","E","2.950000","E"
"79","'276","Germany","3102","Nutrient nitrogen N (total)","5159","Use per area of cropland","kg/ha","68.920000","E","81.240000","E","81.770000","E","88.700000","E","101.830000","E","104.540000","E","107.310000","E","115.420000","E","125.970000","E","132.520000","E","137.680000","E","148.420000","E","141.930000","E","150.030000","E","152.370000","E","165.400000","E","166.840000","E","170.010000","E","177.180000","E","183.770000","E","165.850000","E","174.220000","E","166.410000","E","172.900000","E","183.940000","E","184.160000","E","191.710000","E","194.750000","E","181.830000","E","143.970000","E","145.680000","E","143.490000","E","135.360000","E","148.500000","E","146.750000","E","145.720000","E","148.290000","E","157.180000","E","167.300000","E","153.700000","E","149.090000","E","149.020000","E","151.900000","E","146.980000","E","147.500000","E","132.610000","E","149.660000","E","127.810000","E","129.190000","E","148.320000","E","135.850000","E","137.010000","E","138.730000","E","150.990000","E","141.950000","E","138.660000","E","125.020000","E","112.510000","E","115.180000","E","106.680000","E"
"79","'276","Germany","3102","Nutrient nitrogen N (total)","5172","Use per capita","kg/cap","11.860000","E","13.840000","E","13.790000","E","14.840000","E","16.890000","E","17.200000","E","17.370000","E","18.540000","E","20.090000","E","20.900000","E","21.680000","E","23.410000","E","22.390000","E","23.730000","E","24.170000","E","26.380000","E","26.630000","E","27.210000","E","28.370000","E","29.410000","E","26.540000","E","27.870000","E","26.640000","E","27.660000","E","29.420000","E","29.400000","E","30.450000","E","30.810000","E","28.640000","E","22.610000","E","21.640000","E","21.010000","E","20.050000","E","22.110000","E","21.810000","E","21.620000","E","21.970000","E","23.380000","E","24.750000","E","22.700000","E","22.000000","E","21.930000","E","22.400000","E","21.780000","E","21.870000","E","19.640000","E","22.230000","E","19.130000","E","19.390000","E","22.100000","E","20.290000","E","20.360000","E","20.640000","E","22.380000","E","20.920000","E","20.180000","E","18.110000","E","16.150000","E","16.430000","E","15.100000","E"
"79","'276","Germany","3102","Nutrient nitrogen N (total)","5173","Use per value of agricultural production","kg/1000 Int.$","22.810000","E","24.450000","E","23.530000","E","26.030000","E","30.960000","E","30.220000","E","28.530000","E","30.420000","E","34.520000","E","34.790000","E","36.320000","E","39.390000","E","37.020000","E","37.990000","E","40.120000","E","44.910000","E","43.160000","E","42.290000","E","43.230000","E","45.390000","E","40.990000","E","40.930000","E","40.180000","E","39.040000","E","41.410000","E","40.060000","E","43.100000","E","43.650000","E","41.100000","E","33.360000","E","34.950000","E","36.030000","E","35.000000","E","40.150000","E","38.620000","E","37.430000","E","37.810000","E","39.600000","E","40.700000","E","36.920000","E","35.640000","E","37.190000","E","39.730000","E","34.810000","E","36.270000","E","33.240000","E","36.860000","E","30.120000","E","29.890000","E","35.380000","E","32.260000","E","32.120000","E","32.320000","E","33.160000","E","32.270000","E","31.780000","E","28.750000","E","27.460000","E","27.470000","E","25.050000","E"
"79","'276","Germany","3103","Nutrient phosphate P2O5 (total)","5159","Use per area of cropland","kg/ha","66.770000","E","71.970000","E","78.820000","E","87.060000","E","89.550000","E","88.150000","E","90.400000","E","94.320000","E","99.830000","E","106.780000","E","106.460000","E","107.120000","E","108.230000","E","106.580000","E","97.580000","E","104.450000","E","103.520000","E","106.320000","E","105.860000","E","97.860000","E","90.180000","E","83.740000","E","86.560000","E","84.830000","E","84.890000","E","83.360000","E","80.960000","E","80.020000","E","76.730000","E","49.060000","E","43.960000","E","41.850000","E","34.840000","E","37.470000","E","33.330000","E","34.410000","E","33.960000","E","33.590000","E","34.890000","E","29.230000","E","26.230000","E","27.290000","E","23.610000","E","25.020000","E","22.640000","E","21.930000","E","26.230000","E","14.370000","E","19.360000","E","23.770000","E","20.460000","E","23.610000","E","23.520000","E","24.950000","E","23.880000","E","19.320000","E","17.420000","E","16.860000","E","20.800000","E","16.200000","E"
"79","'276","Germany","3103","Nutrient phosphate P2O5 (total)","5172","Use per capita","kg/cap","11.490000","E","12.260000","E","13.290000","E","14.560000","E","14.850000","E","14.500000","E","14.640000","E","15.150000","E","15.920000","E","16.840000","E","16.760000","E","16.890000","E","17.070000","E","16.860000","E","15.480000","E","16.660000","E","16.520000","E","17.020000","E","16.950000","E","15.660000","E","14.430000","E","13.390000","E","13.860000","E","13.570000","E","13.580000","E","13.310000","E","12.860000","E","12.660000","E","12.090000","E","7.700000","E","6.530000","E","6.130000","E","5.160000","E","5.580000","E","4.950000","E","5.100000","E","5.030000","E","5.000000","E","5.160000","E","4.320000","E","3.870000","E","4.020000","E","3.480000","E","3.710000","E","3.360000","E","3.250000","E","3.900000","E","2.150000","E","2.910000","E","3.540000","E","3.060000","E","3.510000","E","3.500000","E","3.700000","E","3.520000","E","2.810000","E","2.520000","E","2.420000","E","2.970000","E","2.290000","E"
"79","'276","Germany","3103","Nutrient phosphate P2O5 (total)","5173","Use per value of agricultural production","kg/1000 Int.$","22.090000","E","21.660000","E","22.680000","E","25.550000","E","27.220000","E","25.480000","E","24.030000","E","24.860000","E","27.350000","E","28.030000","E","28.080000","E","28.430000","E","28.230000","E","26.990000","E","25.700000","E","28.360000","E","26.780000","E","26.450000","E","25.830000","E","24.170000","E","22.290000","E","19.670000","E","20.900000","E","19.150000","E","19.110000","E","18.140000","E","18.200000","E","17.930000","E","17.340000","E","11.370000","E","10.550000","E","10.510000","E","9.010000","E","10.130000","E","8.770000","E","8.840000","E","8.660000","E","8.460000","E","8.490000","E","7.020000","E","6.270000","E","6.810000","E","6.180000","E","5.930000","E","5.570000","E","5.500000","E","6.460000","E","3.390000","E","4.480000","E","5.670000","E","4.860000","E","5.540000","E","5.480000","E","5.480000","E","5.430000","E","4.430000","E","4.010000","E","4.110000","E","4.960000","E","3.800000","E"
"79","'276","Germany","3104","Nutrient potash K2O (total)","5159","Use per area of cropland","kg/ha","121.750000","E","126.950000","E","131.870000","E","136.390000","E","140.440000","E","132.270000","E","138.540000","E","131.310000","E","139.730000","E","145.140000","E","150.950000","E","134.750000","E","146.330000","E","151.160000","E","144.320000","E","144.790000","E","131.760000","E","129.880000","E","139.740000","E","130.930000","E","132.530000","E","123.420000","E","115.500000","E","123.760000","E","119.290000","E","121.730000","E","115.540000","E","118.670000","E","111.950000","E","76.880000","E","61.800000","E","57.550000","E","54.150000","E","55.500000","E","53.810000","E","53.530000","E","54.630000","E","51.930000","E","49.770000","E","45.250000","E","42.080000","E","39.980000","E","40.430000","E","39.540000","E","35.210000","E","36.690000","E","42.340000","E","14.770000","E","29.870000","E","36.010000","E","32.000000","E","34.990000","E","37.850000","E","38.090000","E","33.010000","E","35.950000","E","32.720000","E","34.330000","E","35.220000","E","37.630000","E"
"79","'276","Germany","3104","Nutrient potash K2O (total)","5172","Use per capita","kg/cap","20.960000","E","21.630000","E","22.240000","E","22.820000","E","23.290000","E","21.760000","E","22.430000","E","21.090000","E","22.280000","E","22.890000","E","23.760000","E","21.250000","E","23.080000","E","23.910000","E","22.900000","E","23.090000","E","21.030000","E","20.790000","E","22.370000","E","20.960000","E","21.210000","E","19.740000","E","18.490000","E","19.800000","E","19.080000","E","19.430000","E","18.350000","E","18.780000","E","17.640000","E","12.070000","E","9.180000","E","8.430000","E","8.020000","E","8.260000","E","8.000000","E","7.940000","E","8.090000","E","7.720000","E","7.360000","E","6.680000","E","6.210000","E","5.880000","E","5.960000","E","5.860000","E","5.220000","E","5.430000","E","6.290000","E","2.210000","E","4.480000","E","5.370000","E","4.780000","E","5.200000","E","5.630000","E","5.650000","E","4.860000","E","5.230000","E","4.740000","E","4.930000","E","5.020000","E","5.330000","E"
"79","'276","Germany","3104","Nutrient potash K2O (total)","5173","Use per value of agricultural production","kg/1000 Int.$","40.290000","E","38.210000","E","37.950000","E","40.030000","E","42.700000","E","38.230000","E","36.830000","E","34.610000","E","38.290000","E","38.100000","E","39.820000","E","35.760000","E","38.170000","E","38.270000","E","38.000000","E","39.310000","E","34.080000","E","32.310000","E","34.090000","E","32.340000","E","32.760000","E","28.990000","E","27.890000","E","27.950000","E","26.860000","E","26.480000","E","25.970000","E","26.600000","E","25.310000","E","17.810000","E","14.830000","E","14.450000","E","14.000000","E","15.010000","E","14.160000","E","13.750000","E","13.930000","E","13.080000","E","12.110000","E","10.870000","E","10.060000","E","9.980000","E","10.570000","E","9.370000","E","8.660000","E","9.190000","E","10.430000","E","3.480000","E","6.910000","E","8.590000","E","7.600000","E","8.200000","E","8.820000","E","8.360000","E","7.500000","E","8.240000","E","7.520000","E","8.380000","E","8.400000","E","8.840000","E"
"81","'288","Ghana","3102","Nutrient nitrogen N (total)","5159","Use per area of cropland","kg/ha","0.050000","E","0.220000","E","0.240000","E","0.050000","E","0.060000","E","0.090000","E","0.160000","E","0.130000","E","0.110000","E","0.420000","E","0.340000","E","0.780000","E","0.890000","E","1.150000","E","3.240000","E","3.530000","E","2.890000","E","2.940000","E","2.330000","E","1.390000","E","3.610000","E","3.290000","E","2.890000","E","1.280000","E","1.250000","E","1.020000","E","1.280000","E","1.720000","E","1.410000","E","1.900000","E","1.620000","E","1.620000","E","1.180000","E","0.600000","E","0.680000","E","1.470000","E","1.640000","E","1.370000","E","1.510000","E","1.330000","E","2.680000","E","0.820000","E","1.620000","E","1.080000","E","2.110000","E","5.730000","E","4.920000","E","3.490000","E","4.030000","E","4.730000","E","2.050000","E","8.070000","E","8.650000","E","7.290000","E","8.190000","E","8.200000","E","15.680000","E","12.480000","E","14.650000","E","21.990000","E"
"81","'288","Ghana","3102","Nutrient nitrogen N (total)","5172","Use per capita","kg/cap","0.030000","E","0.100000","E","0.110000","E","0.020000","E","0.030000","E","0.040000","E","0.060000","E","0.050000","E","0.040000","E","0.160000","E","0.120000","E","0.280000","E","0.310000","E","0.390000","E","1.100000","E","1.180000","E","0.970000","E","1.000000","E","0.780000","E","0.450000","E","1.150000","E","1.070000","E","0.910000","E","0.400000","E","0.390000","E","0.310000","E","0.380000","E","0.510000","E","0.400000","E","0.540000","E","0.460000","E","0.450000","E","0.320000","E","0.160000","E","0.190000","E","0.410000","E","0.490000","E","0.400000","E","0.430000","E","0.370000","E","0.720000","E","0.210000","E","0.410000","E","0.270000","E","0.510000","E","1.350000","E","1.130000","E","0.780000","E","0.880000","E","1.000000","E","0.420000","E","1.630000","E","1.700000","E","1.400000","E","1.540000","E","1.510000","E","2.820000","E","2.190000","E","2.510000","E","3.690000","E"
"81","'288","Ghana","3102","Nutrient nitrogen N (total)","5173","Use per value of agricultural production","kg/1000 Int.$","0.080000","E","0.330000","E","0.370000","E","0.060000","E","0.090000","E","0.130000","E","0.200000","E","0.180000","E","0.140000","E","0.500000","E","0.380000","E","0.910000","E","1.020000","E","1.160000","E","3.600000","E","4.430000","E","4.240000","E","4.480000","E","3.410000","E","2.030000","E","5.350000","E","5.500000","E","4.820000","E","1.750000","E","1.770000","E","1.350000","E","1.670000","E","2.190000","E","1.650000","E","2.760000","E","1.690000","E","1.710000","E","1.180000","E","0.630000","E","0.660000","E","1.350000","E","1.680000","E","1.290000","E","1.350000","E","1.180000","E","2.280000","E","0.630000","E","1.190000","E","0.760000","E","1.450000","E","3.830000","E","3.370000","E","2.130000","E","2.240000","E","2.570000","E","1.070000","E","3.990000","E","4.150000","E","3.350000","E","3.740000","E","3.700000","E","6.600000","E","5.030000","E","5.950000","E","8.640000","E"
"81","'288","Ghana","3103","Nutrient phosphate P2O5 (total)","5159","Use per area of cropland","kg/ha","0.040000","E","0.100000","E","0.150000","E","0.210000","E","0.130000","E","0.150000","E","0.150000","E","0.220000","E","0.210000","E","0.400000","E","0.280000","E","0.260000","E","0.640000","E","0.970000","E","2.620000","E","1.530000","E","3.490000","E","1.170000","E","1.640000","E","0.560000","E","2.220000","E","1.470000","E","1.840000","E","0.360000","E","1.070000","E","0.500000","E","0.670000","E","0.680000","E","0.290000","E","0.710000","E","0.050000","E","0.460000","E","0.310000","E","0.440000","E","0.530000","E","0.710000","E","1.120000","E","0.690000","E","0.790000","E","0.510000","E","1.630000","E","0.020000","E","0.540000","E","0.680000","E","1.200000","E","2.880000","E","2.530000","E","1.890000","E","6.380000","E","4.720000","E","3.400000","E","13.380000","E","7.450000","E","2.980000","E","6.990000","E","5.080000","E","8.650000","E","5.880000","E","11.170000","E","16.170000","E"
"81","'288","Ghana","3103","Nutrient phosphate P2O5 (total)","5172","Use per capita","kg/cap","0.020000","E","0.050000","E","0.070000","E","0.090000","E","0.060000","E","0.060000","E","0.060000","E","0.090000","E","0.080000","E","0.150000","E","0.100000","E","0.090000","E","0.220000","E","0.330000","E","0.890000","E","0.510000","E","1.170000","E","0.400000","E","0.550000","E","0.180000","E","0.700000","E","0.480000","E","0.580000","E","0.110000","E","0.340000","E","0.150000","E","0.200000","E","0.200000","E","0.080000","E","0.200000","E","0.010000","E","0.130000","E","0.080000","E","0.120000","E","0.150000","E","0.200000","E","0.330000","E","0.200000","E","0.220000","E","0.140000","E","0.430000","E","0.010000","E","0.140000","E","0.170000","E","0.290000","E","0.680000","E","0.580000","E","0.420000","E","1.390000","E","1.000000","E","0.700000","E","2.700000","E","1.470000","E","0.570000","E","1.310000","E","0.930000","E","1.550000","E","1.030000","E","1.920000","E","2.720000","E"
"81","'288","Ghana","3103","Nutrient phosphate P2O5 (total)","5173","Use per value of agricultural production","kg/1000 Int.$","0.060000","E","0.150000","E","0.230000","E","0.280000","E","0.190000","E","0.210000","E","0.200000","E","0.290000","E","0.270000","E","0.480000","E","0.330000","E","0.310000","E","0.720000","E","0.990000","E","2.910000","E","1.920000","E","5.130000","E","1.770000","E","2.400000","E","0.810000","E","3.290000","E","2.460000","E","3.070000","E","0.490000","E","1.520000","E","0.660000","E","0.870000","E","0.870000","E","0.340000","E","1.030000","E","0.050000","E","0.490000","E","0.310000","E","0.470000","E","0.510000","E","0.660000","E","1.150000","E","0.650000","E","0.710000","E","0.450000","E","1.380000","E","0.020000","E","0.390000","E","0.480000","E","0.820000","E","1.930000","E","1.740000","E","1.150000","E","3.550000","E","2.570000","E","1.780000","E","6.610000","E","3.570000","E","1.370000","E","3.190000","E","2.290000","E","3.640000","E","2.370000","E","4.530000","E","6.350000","E"
"81","'288","Ghana","3104","Nutrient potash K2O (total)","5159","Use per area of cropland","kg/ha","0.120000","E","0.270000","E","0.240000","E","0.190000","E","0.150000","E","0.120000","E","0.090000","E","0.060000","E","0.040000","E","0.200000","E","0.250000","E","0.320000","E","0.480000","E","0.830000","E","1.350000","E","0.970000","E","2.540000","E","1.170000","E","1.170000","E","1.390000","E","2.220000","E","2.370000","E","0.890000","E","0.510000","E","0.800000","E","0.380000","E","0.760000","E","0.690000","E","0.370000","E","0.480000","E","0.190000","E","0.250000","E","0.230000","E","0.670000","E","0.850000","E","1.370000","E","1.260000","E","0.800000","E","0.600000","E","0.400000","E","1.560000","E","2.120000","E","3.260000","E","8.250000","E","1.250000","E","7.380000","E","7.050000","E","7.070000","E","6.210000","E","7.000000","E","6.450000","E","9.690000","E","6.550000","E","3.820000","E","6.130000","E","5.960000","E","9.070000","E","5.970000","E","10.020000","E","13.560000","E"
"81","'288","Ghana","3104","Nutrient potash K2O (total)","5172","Use per capita","kg/cap","0.060000","E","0.130000","E","0.110000","E","0.080000","E","0.060000","E","0.050000","E","0.040000","E","0.030000","E","0.010000","E","0.070000","E","0.090000","E","0.110000","E","0.170000","E","0.280000","E","0.460000","E","0.320000","E","0.860000","E","0.400000","E","0.390000","E","0.450000","E","0.700000","E","0.770000","E","0.280000","E","0.160000","E","0.250000","E","0.110000","E","0.230000","E","0.200000","E","0.110000","E","0.140000","E","0.050000","E","0.070000","E","0.060000","E","0.180000","E","0.240000","E","0.380000","E","0.370000","E","0.230000","E","0.170000","E","0.110000","E","0.420000","E","0.550000","E","0.830000","E","2.050000","E","0.300000","E","1.740000","E","1.620000","E","1.580000","E","1.350000","E","1.480000","E","1.330000","E","1.960000","E","1.290000","E","0.730000","E","1.150000","E","1.100000","E","1.630000","E","1.050000","E","1.720000","E","2.280000","E"
"81","'288","Ghana","3104","Nutrient potash K2O (total)","5173","Use per value of agricultural production","kg/1000 Int.$","0.190000","E","0.420000","E","0.370000","E","0.250000","E","0.220000","E","0.170000","E","0.120000","E","0.090000","E","0.050000","E","0.230000","E","0.290000","E","0.370000","E","0.550000","E","0.840000","E","1.500000","E","1.220000","E","3.740000","E","1.770000","E","1.710000","E","2.030000","E","3.290000","E","3.960000","E","1.490000","E","0.700000","E","1.130000","E","0.490000","E","0.990000","E","0.880000","E","0.430000","E","0.690000","E","0.190000","E","0.270000","E","0.230000","E","0.700000","E","0.820000","E","1.260000","E","1.290000","E","0.760000","E","0.540000","E","0.350000","E","1.330000","E","1.630000","E","2.400000","E","5.830000","E","0.860000","E","4.930000","E","4.830000","E","4.310000","E","3.460000","E","3.810000","E","3.370000","E","4.790000","E","3.140000","E","1.750000","E","2.800000","E","2.690000","E","3.820000","E","2.410000","E","4.070000","E","5.330000","E"
"84","'300","Greece","3102","Nutrient nitrogen N (total)","5159","Use per area of cropland","kg/ha","22.530000","E","26.110000","E","29.760000","E","34.060000","E","34.750000","E","37.680000","E","40.470000","E","46.650000","E","48.700000","E","51.310000","E","52.610000","E","54.340000","E","62.750000","E","64.640000","E","71.140000","E","75.430000","E","76.230000","E","87.040000","E","90.700000","E","84.920000","E","94.480000","E","97.140000","E","106.440000","E","107.890000","E","116.650000","E","109.960000","E","99.130000","E","105.910000","E","102.070000","E","107.760000","E","103.550000","E","99.700000","E","83.670000","E","88.270000","E","80.690000","E","87.200000","E","79.020000","E","75.220000","E","75.190000","E","73.950000","E","67.760000","E","65.780000","E","64.260000","E","67.800000","E","59.340000","E","56.420000","E","63.770000","E","54.410000","E","47.480000","E","57.510000","E","49.030000","E","47.730000","E","52.070000","E","54.040000","E","50.110000","E","53.200000","E","56.340000","E","55.610000","E","58.930000","E","63.020000","E"
"84","'300","Greece","3102","Nutrient nitrogen N (total)","5172","Use per capita","kg/cap","10.030000","E","11.580000","E","13.830000","E","15.570000","E","15.840000","E","17.090000","E","18.390000","E","21.250000","E","22.070000","E","23.160000","E","23.600000","E","24.210000","E","27.630000","E","28.200000","E","30.520000","E","31.920000","E","31.770000","E","36.340000","E","37.420000","E","34.620000","E","38.400000","E","39.180000","E","42.390000","E","43.020000","E","45.980000","E","43.090000","E","38.660000","E","41.140000","E","39.800000","E","41.810000","E","39.590000","E","37.720000","E","31.140000","E","32.500000","E","29.310000","E","31.390000","E","28.150000","E","26.620000","E","26.390000","E","25.720000","E","23.440000","E","22.630000","E","22.020000","E","22.700000","E","19.960000","E","18.770000","E","21.220000","E","18.210000","E","15.970000","E","19.560000","E","16.750000","E","16.270000","E","17.620000","E","16.810000","E","15.430000","E","16.310000","E","17.190000","E","17.050000","E","18.120000","E","19.470000","E"
"84","'300","Greece","3102","Nutrient nitrogen N (total)","5173","Use per value of agricultural production","kg/1000 Int.$","12.810000","E","17.140000","E","18.390000","E","20.980000","E","19.970000","E","20.620000","E","21.710000","E","25.770000","E","26.020000","E","25.300000","E","26.280000","E","25.750000","E","28.820000","E","26.980000","E","27.660000","E","30.990000","E","31.540000","E","34.120000","E","37.000000","E","30.790000","E","33.420000","E","34.300000","E","38.540000","E","37.820000","E","39.150000","E","38.880000","E","35.970000","E","35.750000","E","33.130000","E","40.550000","E","33.330000","E","32.080000","E","28.050000","E","27.920000","E","25.160000","E","27.280000","E","25.740000","E","23.780000","E","22.950000","E","22.210000","E","20.700000","E","20.000000","E","20.840000","E","21.050000","E","17.830000","E","17.970000","E","20.990000","E","17.590000","E","15.170000","E","18.570000","E","15.960000","E","15.150000","E","17.760000","E","16.340000","E","14.100000","E","15.560000","E","16.160000","E","16.150000","E","17.450000","E","18.090000","E"
"84","'300","Greece","3103","Nutrient phosphate P2O5 (total)","5159","Use per area of cropland","kg/ha","17.720000","E","22.770000","E","22.500000","E","26.130000","E","26.400000","E","26.320000","E","27.140000","E","29.850000","E","29.200000","E","30.300000","E","31.660000","E","33.140000","E","37.840000","E","38.600000","E","41.410000","E","43.470000","E","45.090000","E","49.920000","E","46.030000","E","40.150000","E","42.030000","E","41.510000","E","44.440000","E","44.030000","E","48.050000","E","46.250000","E","41.790000","E","44.290000","E","44.570000","E","48.350000","E","44.680000","E","45.150000","E","32.140000","E","32.140000","E","34.840000","E","37.190000","E","33.980000","E","30.910000","E","30.750000","E","29.320000","E","29.340000","E","28.010000","E","28.620000","E","26.810000","E","23.070000","E","22.170000","E","20.440000","E","17.370000","E","14.920000","E","18.610000","E","15.520000","E","15.230000","E","16.090000","E","15.520000","E","15.380000","E","15.950000","E","15.830000","E","18.390000","E","18.490000","E","20.150000","E"
"84","'300","Greece","3103","Nutrient phosphate P2O5 (total)","5172","Use per capita","kg/cap","7.890000","E","10.090000","E","10.450000","E","11.940000","E","12.040000","E","11.940000","E","12.330000","E","13.600000","E","13.240000","E","13.670000","E","14.200000","E","14.770000","E","16.660000","E","16.840000","E","17.760000","E","18.400000","E","18.790000","E","20.840000","E","18.990000","E","16.370000","E","17.080000","E","16.740000","E","17.700000","E","17.560000","E","18.940000","E","18.130000","E","16.300000","E","17.210000","E","17.380000","E","18.760000","E","17.080000","E","17.080000","E","11.960000","E","11.840000","E","12.660000","E","13.390000","E","12.100000","E","10.940000","E","10.790000","E","10.200000","E","10.150000","E","9.630000","E","9.810000","E","8.980000","E","7.760000","E","7.380000","E","6.800000","E","5.810000","E","5.020000","E","6.330000","E","5.300000","E","5.190000","E","5.440000","E","4.830000","E","4.740000","E","4.890000","E","4.830000","E","5.640000","E","5.680000","E","6.220000","E"
"84","'300","Greece","3103","Nutrient phosphate P2O5 (total)","5173","Use per value of agricultural production","kg/1000 Int.$","10.080000","E","14.940000","E","13.910000","E","16.100000","E","15.170000","E","14.400000","E","14.550000","E","16.490000","E","15.610000","E","14.940000","E","15.810000","E","15.700000","E","17.370000","E","16.110000","E","16.100000","E","17.860000","E","18.650000","E","19.570000","E","18.770000","E","14.560000","E","14.870000","E","14.660000","E","16.090000","E","15.440000","E","16.130000","E","16.350000","E","15.160000","E","14.950000","E","14.470000","E","18.190000","E","14.380000","E","14.530000","E","10.770000","E","10.170000","E","10.860000","E","11.630000","E","11.070000","E","9.770000","E","9.380000","E","8.810000","E","8.960000","E","8.520000","E","9.280000","E","8.320000","E","6.930000","E","7.060000","E","6.730000","E","5.620000","E","4.770000","E","6.010000","E","5.050000","E","4.830000","E","5.490000","E","4.690000","E","4.330000","E","4.670000","E","4.540000","E","5.340000","E","5.470000","E","5.780000","E"
"84","'300","Greece","3104","Nutrient potash K2O (total)","5159","Use per area of cropland","kg/ha","2.650000","E","4.610000","E","3.840000","E","3.840000","E","3.890000","E","3.920000","E","3.370000","E","4.270000","E","4.490000","E","4.490000","E","4.640000","E","5.280000","E","6.110000","E","6.320000","E","7.120000","E","8.420000","E","9.310000","E","10.860000","E","11.260000","E","9.150000","E","10.370000","E","10.830000","E","12.150000","E","12.620000","E","15.980000","E","15.690000","E","13.440000","E","15.140000","E","17.370000","E","19.330000","E","17.110000","E","14.460000","E","14.030000","E","14.030000","E","13.830000","E","19.240000","E","16.730000","E","15.460000","E","15.250000","E","15.050000","E","14.800000","E","15.080000","E","14.830000","E","14.890000","E","14.570000","E","13.970000","E","12.700000","E","10.020000","E","12.750000","E","11.340000","E","11.350000","E","12.510000","E","12.820000","E","12.680000","E","12.740000","E","13.480000","E","14.160000","E","15.440000","E","16.110000","E","16.110000","E"
"84","'300","Greece","3104","Nutrient potash K2O (total)","5172","Use per capita","kg/cap","1.180000","E","2.040000","E","1.780000","E","1.760000","E","1.770000","E","1.780000","E","1.530000","E","1.950000","E","2.040000","E","2.020000","E","2.080000","E","2.350000","E","2.690000","E","2.760000","E","3.050000","E","3.560000","E","3.880000","E","4.530000","E","4.640000","E","3.730000","E","4.210000","E","4.370000","E","4.840000","E","5.030000","E","6.300000","E","6.150000","E","5.240000","E","5.880000","E","6.770000","E","7.500000","E","6.540000","E","5.470000","E","5.220000","E","5.170000","E","5.030000","E","6.920000","E","5.960000","E","5.470000","E","5.350000","E","5.230000","E","5.120000","E","5.190000","E","5.080000","E","4.980000","E","4.900000","E","4.650000","E","4.230000","E","3.350000","E","4.290000","E","3.860000","E","3.880000","E","4.270000","E","4.340000","E","3.940000","E","3.920000","E","4.130000","E","4.320000","E","4.730000","E","4.950000","E","4.980000","E"
